Time (s),acc_x,acc_y,acc_z,gx,gy,gz (deg/s)
48.72814982,-0.013795572,0.019554443,1.005904667,0.025300787,0.145227688,-0.01045528
48.73814982,-0.016074217,0.017109373,1.006965,-0.00518704,0.226528488,-0.030780473
48.74814982,-0.01672526,0.01768046,1.0032314,0.015138183,0.033439055,-0.061268283
48.75814982,-0.01729492,0.01589274,0.999330733,-0.045837413,-0.058024367,-0.101918686
48.76814982,-0.018271483,0.01686747,0.9994254,0.02530082,-0.271439,-0.132406503
48.77814982,-0.016725257,0.016616207,1.000552667,0.02530082,-0.200300803,-0.0917561
48.78814982,-0.019003903,0.0189683,1.002328667,0.004975583,-0.04786177,-0.01045529
48.79814982,-0.01786458,0.018729247,1.000937667,-0.035674823,0.124902463,-0.000292677
48.80814982,-0.018190103,0.01815918,1.003885,-0.066162637,0.145227688,-0.020617883
48.81814982,-0.01664388,0.019546307,1.0037366,-0.025512218,0.104577261,-0.081593497
48.82814982,-0.019085287,0.019704183,1.007206933,-0.045837401,-0.027536539,-0.09175611
48.83814982,-0.021363933,0.0193809,1.002805967,0.004975596,-0.06818696,-0.0511057
48.84814982,-0.019492187,0.0198704,1.003928367,-0.005186997,-0.06818696,-0.030780493
48.85814982,-0.01623698,0.01930379,1.001827367,0.03546341,0.05376424,0.009869917
48.86814982,-0.01298177,0.020690713,1.004109,-0.06616259,0.074089437,-0.030780493
48.87814982,-0.013714193,0.019226887,1.005898,-0.086487773,0.063926843,0.020032503
48.88814982,-0.013876953,0.021584067,1.003874967,-0.07632518,-0.027536593,-0.0002927
